DATE,COUNTY,INDIVIDUALS,CASELOADS,ISSUANCE
2017-02-01,Fayette,6510,3537,830999
2017-02-01,Fentress,4655,2432,516019
2017-02-01,Franklin,5036,2448,602159
2017-02-01,Gibson,9163,4653,1059494
2017-02-01,Giles,4430,2243,520797
2017-02-01,Grainger,4280,2130,500067
2017-02-01,Greene,9980,5188,1125490
2017-02-01,Grundy,3855,1982,457874
2017-02-01,Hamblen,11391,5584,1379751
2017-02-01,Hamilton,51192,26270,6609805
2017-02-01,Hancock,2490,1324,288530
2017-02-01,Hardeman,5614,2929,684607
2017-02-01,Hardin,5787,3053,676552
2017-02-01,Hawkins,11121,5427,1297729
2017-02-01,Haywood,4759,2572,563998
2017-02-01,Henderson,5724,2947,669681
2017-02-01,Henry,6664,3303,808130
2017-02-01,Hickman,4901,2342,602527
2017-02-01,Houston,1391,654,161699
2017-02-01,Humphreys,2928,1405,354218
2017-02-01,Jackson,2378,1275,279880
2017-02-01,Jefferson,8526,4104,999042
2017-02-01,Johnson,3734,2081,435366
2017-02-01,Knox,52283,26047,6376280
2017-02-01,Lake,2006,1110,242977
2017-02-01,Lauderdale,6620,3345,798673
2017-02-01,Lawrence,7093,3408,813481
2017-02-01,Lewis,2062,1045,235293
2017-02-01,Lincoln,5055,2392,601199
2017-02-01,Loudon,5756,2682,686425
2017-02-01,Macon,5462,2556,657917
2017-02-01,Madison,17039,8464,2054506
2017-02-01,Marion,5430,2729,676706
2017-02-01,Marshall,4324,2024,516016
2017-02-01,Maury,11424,5532,1405854
2017-02-01,Meigs,2523,1278,311426
2017-02-01,Monroe,8873,4293,1049225
2017-02-01,Montgomery,22700,10308,2858289
2017-02-01,Moore,537,240,60521
2017-02-01,Morgan,4435,2201,536694
2017-02-01,McMinn,9166,4515,1128524
2017-02-01,McNairy,5768,2998,668667
2017-02-01,Obion,6393,3228,756103
2017-02-01,Overton,3666,1917,413674
2017-02-01,Perry,1573,770,182047
2017-02-01,Pickett,856,441,89554
2017-02-01,Polk,2931,1438,337349
2017-02-01,Putnam,11239,5597,1374255
2017-02-01,Rhea,6976,3392,863866
2017-02-01,Roane,8405,4235,1003204
2017-02-01,Robertson,9078,4389,1166697
2017-02-01,Rutherford,28706,12512,3645365
2017-02-01,Scott,6815,3451,794079
2017-02-01,Sequatchie,3157,1573,392931
2017-02-01,Sevier,12721,5994,1485494
2017-02-01,Shelby,221218,107529,30191518
2017-02-01,Smith,3044,1476,377764
2017-02-01,Stewart,2117,964,238348
2017-02-01,Sullivan,26129,13129,3105060
2017-02-01,Sumner,16955,7649,2096845
2017-02-01,Tipton,10643,5274,1350201
2017-02-01,Trousdale,1551,750,187917
2017-02-01,Unicoi,3102,1598,344725
2017-02-01,Union,4485,2098,521896
2017-02-01,Van Buren,1007,490,116623
2017-02-01,Warren,8095,3883,987092
2017-02-01,Washington,18074,9607,2205016
2017-02-01,Wayne,2355,1217,262350
2017-02-01,Weakley,6121,3212,713088
2017-02-01,White,5041,2455,593480
2017-02-01,Williamson,4725,2160,566291
2017-02-01,Wilson,10793,5070,1370946
2017-03-01,Anderson,12525,6293,1502533
2017-03-01,Bedford,9580,4467,1237833
2017-03-01,Benton,3108,1577,376172
2017-03-01,Bledsoe,2901,1468,353929
2017-03-01,Blount,15704,8032,1933525
2017-03-01,Bradley,16244,8042,2040016
2017-03-01,Campbell,10722,5930,1314120
2017-03-01,Cannon,2266,1143,287203
2017-03-01,Carroll,5903,2993,701126
2017-03-01,Carter,10634,5306,1218132
2017-03-01,Cheatham,4650,2090,592066
2017-03-01,Chester,3068,1473,353487
2017-03-01,Claiborne,7090,3621,827050
2017-03-01,Clay,1770,950,198720
2017-03-01,Cocke,9883,5212,1194535
2017-03-01,Coffee,9725,4565,1227083
2017-03-01,Crockett,2710,1313,318688
2017-03-01,Cumberland,9419,4627,1131534
2017-03-01,Davidson,86515,39433,11081704
2017-03-01,Decatur,2266,1188,259962
2017-03-01,Dekalb,3891,1987,496595
2017-03-01,Dickson,7789,3824,992114
2017-03-01,Dyer,8068,4057,977096
2017-03-01,Fayette,6472,3499,834394
2017-03-01,Fentress,4600,2409,502593
2017-03-01,Franklin,5006,2446,599249
2017-03-01,Gibson,9140,4661,1070883
2017-03-01,Giles,4449,2250,525125
2017-03-01,Grainger,4338,2158,518504
2017-03-01,Greene,9871,5136,1112077
2017-03-01,Grundy,3871,1987,461056
2017-03-01,Hamblen,11494,5608,1398322
2017-03-01,Hamilton,51698,26613,6713257
2017-03-01,Hancock,2519,1341,293955
2017-03-01,Hardeman,5630,2926,687555
2017-03-01,Hardin,5818,3070,688120
2017-03-01,Hawkins,11151,5464,1298144
2017-03-01,Haywood,4709,2540,564308
2017-03-01,Henderson,5754,2980,679059
2017-03-01,Henry,6623,3298,818927
2017-03-01,Hickman,4853,2341,596407
2017-03-01,Houston,1392,646,164932
2017-03-01,Humphreys,2972,1416,365290
2017-03-01,Jackson,2417,1302,291626
2017-03-01,Jefferson,8522,4141,1007513
2017-03-01,Johnson,3742,2086,442841
2017-03-01,Knox,52862,26336,6488160
2017-03-01,Lake,1993,1098,245784
2017-03-01,Lauderdale,6588,3331,803728
2017-03-01,Lawrence,7084,3443,814346
2017-03-01,Lewis,2045,1041,241119
2017-03-01,Lincoln,5021,2383,599127
2017-03-01,Loudon,5720,2678,689204
2017-03-01,Macon,5493,2571,665536
2017-03-01,Madison,17180,8561,2084593
2017-03-01,Marion,5432,2730,684427
2017-03-01,Marshall,4346,2034,519856
2017-03-01,Maury,11395,5524,1411954
2017-03-01,Meigs,2547,1283,322155
2017-03-01,Monroe,8865,4289,1047060
2017-03-01,Montgomery,22964,10418,2926637
2017-03-01,Moore,520,233,59859
2017-03-01,Morgan,4511,2220,547237
2017-03-01,McMinn,9133,4520,1138289
2017-03-01,McNairy,5768,2997,678347
2017-03-01,Obion,6413,3276,762297
2017-03-01,Overton,3723,1945,426340
2017-03-01,Perry,1607,787,188634
2017-03-01,Pickett,853,442,89131
2017-03-01,Polk,2926,1443,341699
2017-03-01,Putnam,11418,5676,1421261
2017-03-01,Rhea,7093,3455,884393
2017-03-01,Roane,8553,4304,1036970
2017-03-01,Robertson,9060,4388,1171592
2017-03-01,Rutherford,28857,12588,3696162
2017-03-01,Scott,6923,3484,811996
2017-03-01,Sequatchie,3174,1574,404518
2017-03-01,Sevier,12786,6103,1506849
2017-03-01,Shelby,224068,108806,30785294
2017-03-01,Smith,3052,1486,382900
2017-03-01,Stewart,2102,965,239083
2017-03-01,Sullivan,25893,13107,3105840
2017-03-01,Sumner,16923,7624,2105044
2017-03-01,Tipton,10723,5300,1362961
2017-03-01,Trousdale,1577,773,195767
2017-03-01,Unicoi,3121,1608,354088
2017-03-01,Union,4450,2103,522231
2017-03-01,Van Buren,1011,493,115208
2017-03-01,Warren,8170,3912,1000651
2017-03-01,Washington,18142,9650,2228995
2017-03-01,Wayne,2384,1223,265059
2017-03-01,Weakley,6178,3231,732107
2017-03-01,White,5087,2498,605149
2017-03-01,Williamson,4759,2161,571091
2017-03-01,Wilson,10787,5084,1388487
2017-04-01,Anderson,12474,6241,1491313
2017-04-01,Bedford,9545,4458,1239561
2017-04-01,Benton,3018,1544,355073
2017-04-01,Bledsoe,2846,1444,343456
2017-04-01,Blount,15475,7925,1872420
2017-04-01,Bradley,15971,7912,1977045
2017-04-01,Campbell,10580,5838,1282186
2017-04-01,Cannon,2147,1093,262686
2017-04-01,Carroll,5754,2908,666978
2017-04-01,Carter,10413,5227,1174474
2017-04-01,Cheatham,4484,2021,556935
2017-04-01,Chester,2977,1431,340045
2017-04-01,Claiborne,6860,3536,800112
2017-04-01,Clay,1741,939,188544
2017-04-01,Cocke,9753,5160,1170362
2017-04-01,Coffee,9656,4548,1203085
2017-04-01,Crockett,2706,1303,318097
2017-04-01,Cumberland,9177,4523,1090424
2017-04-01,Davidson,84904,38588,10705462
2017-04-01,Decatur,2213,1173,250009
2017-04-01,Dekalb,3810,1948,474635
2017-04-01,Dickson,7693,3767,965691
2017-04-01,Dyer,7954,3990,961731
2017-04-01,Fayette,6220,3370,787313
2017-04-01,Fentress,4562,2392,498194
2017-04-01,Franklin,4952,2417,586242
2017-04-01,Gibson,8887,4502,1030384
2017-04-01,Giles,4375,2225,509486
2017-04-01,Grainger,4249,2103,496331
2017-04-01,Greene,9666,5055,1080199
2017-04-01,Grundy,3759,1950,439951
2017-04-01,Hamblen,11312,5533,1369624
2017-04-01,Hamilton,50942,26239,6551553
2017-04-01,Hancock,2466,1317,284517
2017-04-01,Hardeman,5505,2853,662231
2017-04-01,Hardin,5684,3009,662464
2017-04-01,Hawkins,10916,5354,1255577
2017-04-01,Haywood,4549,2469,537306
2017-04-01,Henderson,5748,2973,665793
2017-04-01,Henry,6450,3215,779525
2017-04-01,Hickman,4795,2323,583265
2017-04-01,Houston,1363,638,160878
2017-04-01,Humphreys,2909,1393,355337
2017-04-01,Jackson,2351,1267,278126
2017-04-01,Jefferson,8377,4066,984924
2017-04-01,Johnson,3635,2034,415740
2017-04-01,Knox,51932,25904,6269259
2017-04-01,Lake,1919,1067,231275
2017-04-01,Lauderdale,6412,3245,775776
2017-04-01,Lawrence,6965,3389,797863
2017-04-01,Lewis,2012,1031,229900
2017-04-01,Lincoln,4943,2356,590459
2017-04-01,Loudon,5526,2595,658544
2017-04-01,Macon,5304,2507,628720
2017-04-01,Madison,16891,8375,2029884
2017-04-01,Marion,5301,2685,659066
2017-04-01,Marshall,4285,2015,515077
2017-04-01,Maury,11094,5375,1352258
2017-04-01,Meigs,2557,1285,316741
2017-04-01,Monroe,8722,4247,1018666
2017-04-01,Montgomery,22622,10247,2842515
2017-04-01,Moore,507,226,59425
2017-04-01,Morgan,4410,2187,532600
2017-04-01,McMinn,8992,4475,1104955
2017-04-01,McNairy,5612,2915,648866
2017-04-01,Obion,6205,3174,735188
2017-04-01,Overton,3639,1918,413057
2017-04-01,Perry,1543,756,180510
2017-04-01,Pickett,847,441,89700
2017-04-01,Polk,2871,1419,330978
2017-04-01,Putnam,10983,5507,1340509
2017-04-01,Rhea,6961,3406,857732
2017-04-01,Roane,8294,4181,990508
2017-04-01,Robertson,8786,4155,1117102
2017-04-01,Rutherford,28026,12259,3546770
2017-04-01,Scott,6788,3426,791768
2017-04-01,Sequatchie,3141,1581,390865
2017-04-01,Sevier,12520,5984,1439948
2017-04-01,Shelby,219970,106877,29768584
2017-04-01,Smith,2957,1428,364828
2017-04-01,Stewart,2051,945,230644
2017-04-01,Sullivan,25510,12870,3015677
2017-04-01,Sumner,16551,7444,2044574
2017-04-01,Tipton,10449,5158,1308008
2017-04-01,Trousdale,1510,744,184189
2017-04-01,Unicoi,3097,1588,349572
2017-04-01,Union,4369,2073,507319
2017-04-01,Van Buren,1004,489,115498
2017-04-01,Warren,7967,3839,960634
2017-04-01,Washington,17639,9408,2138989
2017-04-01,Wayne,2366,1225,259742
2017-04-01,Weakley,5898,3106,691430
2017-04-01,White,4936,2419,582317
2017-04-01,Williamson,4649,2120,548286
2017-04-01,Wilson,10342,4893,1314032
2017-05-01,Anderson,12485,6261,1498489
2017-05-01,Bedford,9614,4483,1248478
2017-05-01,Benton,3081,1575,367625
2017-05-01,Bledsoe,2894,1465,349447
2017-05-01,Blount,15460,7939,1883230
2017-05-01,Bradley,16070,7950,2009798
2017-05-01,Campbell,10652,5869,1297978
2017-05-01,Cannon,2257,1129,284059
2017-05-01,Carroll,5698,2893,667877
2017-05-01,Carter,10493,5251,1199174
2017-05-01,Cheatham,4421,1987,561444
2017-05-01,Chester,2929,1416,336889
2017-05-01,Claiborne,6949,3581,813073
2017-05-01,Clay,1726,936,189542
2017-05-01,Cocke,9791,5206,1175829
2017-05-01,Coffee,9640,4555,1214357
2017-05-01,Crockett,2691,1310,317572
2017-05-01,Cumberland,9313,4585,1110421
2017-05-01,Davidson,85384,38779,10795737
2017-05-01,Decatur,2209,1169,253925
2017-05-01,Dekalb,3831,1972,489983
2017-05-01,Dickson,7678,3792,975317
2017-05-01,Dyer,8013,3995,968237
2017-05-01,Fayette,6142,3324,781317
2017-05-01,Fentress,4592,2419,508070
2017-05-01,Franklin,4996,2457,604534
2017-05-01,Gibson,8970,4540,1047557
2017-05-01,Giles,4473,2268,530575
2017-05-01,Grainger,4307,2116,500859
2017-05-01,Greene,9810,5123,1113959
2017-05-01,Grundy,3794,1957,447003
2017-05-01,Hamblen,11341,5551,1393235
2017-05-01,Hamilton,51656,26567,6696504
2017-05-01,Hancock,2524,1333,289948
2017-05-01,Hardeman,5446,2828,659041
2017-05-01,Hardin,5798,3056,682452
2017-05-01,Hawkins,10930,5382,1264780
2017-05-01,Haywood,4611,2514,552292
2017-05-01,Henderson,5727,2957,670006
2017-05-01,Henry,6544,3257,799543
2017-05-01,Hickman,4731,2299,575346
2017-05-01,Houston,1403,647,166668
2017-05-01,Humphreys,2933,1410,361758
2017-05-01,Jackson,2338,1275,284530
2017-05-01,Jefferson,8336,4072,986628
2017-05-01,Johnson,3665,2057,431078
2017-05-01,Knox,52314,26049,6367099
2017-05-01,Lake,1986,1088,242927
2017-05-01,Lauderdale,6393,3235,778920
2017-05-01,Lawrence,6961,3397,797870
2017-05-01,Lewis,2035,1030,231682
2017-05-01,Lincoln,5026,2374,600811
2017-05-01,Loudon,5543,2612,665224
2017-05-01,Macon,5366,2514,651376
2017-05-01,Madison,17201,8552,2110168
2017-05-01,Marion,5285,2693,670613
2017-05-01,Marshall,4260,2011,515572
2017-05-01,Maury,11227,5414,1390621
2017-05-01,Meigs,2577,1283,319424
2017-05-01,Monroe,8711,4243,1023058
2017-05-01,Montgomery,23126,10509,2926271
2017-05-01,Moore,484,224,56128
2017-05-01,Morgan,4476,2209,544348
2017-05-01,McMinn,9118,4518,1131325
2017-05-01,McNairy,5567,2904,654420
2017-05-01,Obion,6231,3171,750417
2017-05-01,Overton,3675,1930,418271
2017-05-01,Perry,1547,767,183041
2017-05-01,Pickett,814,431,87119
2017-05-01,Polk,2881,1422,338032
2017-05-01,Putnam,11154,5595,1377580
2017-05-01,Rhea,7093,3449,874414
2017-05-01,Roane,8461,4262,1014219
2017-05-01,Robertson,8844,4174,1131939
2017-05-01,Rutherford,28235,12311,3609988
2017-05-01,Scott,6777,3420,788261
2017-05-01,Sequatchie,3136,1578,395898
2017-05-01,Sevier,12572,6009,1455003
2017-05-01,Shelby,223347,108613,31004993
2017-05-01,Smith,2986,1442,372858
2017-05-01,Stewart,2056,949,232921
2017-05-01,Sullivan,25709,12980,3072743
2017-05-01,Sumner,16533,7449,2063736
2017-05-01,Tipton,10340,5115,1307816
2017-05-01,Trousdale,1496,743,186910
2017-05-01,Unicoi,3086,1597,346881
2017-05-01,Union,4395,2076,513239
2017-05-01,Van Buren,1009,498,115553
2017-05-01,Warren,7899,3815,962191
2017-05-01,Washington,17850,9564,2201600
2017-05-01,Wayne,2340,1221,257611
2017-05-01,Weakley,6008,3138,713569
2017-05-01,White,4944,2419,585211
2017-05-01,Williamson,4677,2135,559255
2017-05-01,Wilson,10326,4879,1327450
2017-06-01,Anderson,12431,6228,1502325
2017-06-01,Bedford,9598,4463,1252315
2017-06-01,Benton,3022,1544,360290
2017-06-01,Bledsoe,2934,1476,360684
2017-06-01,Blount,15351,7861,1893799
2017-06-01,Bradley,16152,7971,2050714
2017-06-01,Campbell,10533,5817,1296080
2017-06-01,Cannon,2204,1118,275204
2017-06-01,Carroll,5588,2844,663605
2017-06-01,Carter,10396,5229,1202619
2017-06-01,Cheatham,4443,1994,571840
2017-06-01,Chester,2861,1388,331049
2017-06-01,Claiborne,6875,3543,812751
2017-06-01,Clay,1716,935,189698
2017-06-01,Cocke,9793,5185,1180757
2017-06-01,Coffee,9650,4575,1222370
2017-06-01,Crockett,2573,1258,313250
2017-06-01,Cumberland,9197,4506,1108411
2017-06-01,Davidson,84793,38361,10802580
2017-06-01,Decatur,2208,1166,261509
2017-06-01,Dekalb,3846,1964,493630
2017-06-01,Dickson,7673,3777,980462
2017-06-01,Dyer,8026,4010,978633
2017-06-01,Fayette,6007,3272,801971
2017-06-01,Fentress,4527,2389,505007
2017-06-01,Franklin,4997,2448,601695
2017-06-01,Gibson,8893,4469,1048412
2017-06-01,Giles,4502,2266,541255
2017-06-01,Grainger,4281,2104,502722
2017-06-01,Greene,9718,5059,1119977
2017-06-01,Grundy,3780,1953,452348
2017-06-01,Hamblen,11238,5513,1381624
2017-06-01,Hamilton,51505,26507,6718362
2017-06-01,Hancock,2524,1333,293363
2017-06-01,Hardeman,5287,2755,635095
2017-06-01,Hardin,5698,3027,676963
2017-06-01,Hawkins,10878,5341,1262842
2017-06-01,Haywood,4548,2478,544625
2017-06-01,Henderson,5709,2951,674784
2017-06-01,Henry,6528,3228,799137
2017-06-01,Hickman,4827,2330,593115
2017-06-01,Houston,1377,646,167103
2017-06-01,Humphreys,2906,1387,354810
2017-06-01,Jackson,2310,1251,276675
2017-06-01,Jefferson,8192,4008,975115
2017-06-01,Johnson,3668,2065,428321
2017-06-01,Knox,52389,26105,6445272
2017-06-01,Lake,1960,1074,240197
2017-06-01,Lauderdale,6272,3183,773238
2017-06-01,Lawrence,6839,3365,794310
2017-06-01,Lewis,1995,1018,229104
2017-06-01,Lincoln,5051,2392,607054
2017-06-01,Loudon,5436,2572,664631
2017-06-01,Macon,5347,2509,645077
2017-06-01,Madison,17141,8508,2125116
2017-06-01,Marion,5296,2678,665150
2017-06-01,Marshall,4259,1997,512132
2017-06-01,Maury,11313,5454,1407341
2017-06-01,Meigs,2625,1320,332913
2017-06-01,Monroe,8746,4247,1029375
2017-06-01,Montgomery,23120,10472,2933886
2017-06-01,Moore,504,223,56598
2017-06-01,Morgan,4476,2212,547821
2017-06-01,McMinn,9106,4518,1148392
2017-06-01,McNairy,5416,2828,631614
2017-06-01,Obion,6075,3097,717232
2017-06-01,Overton,3632,1901,414931
2017-06-01,Perry,1574,770,187645
2017-06-01,Pickett,832,436,90627
2017-06-01,Polk,2874,1426,343047
2017-06-01,Putnam,11118,5584,1387188
2017-06-01,Rhea,7080,3443,883682
2017-06-01,Roane,8394,4226,1005952
2017-06-01,Robertson,8680,4007,1112894
2017-06-01,Rutherford,27989,12196,3593811
2017-06-01,Scott,6810,3432,788606
2017-06-01,Sequatchie,3133,1572,391807
2017-06-01,Sevier,12266,5876,1410018
2017-06-01,Shelby,223612,108679,31220161
2017-06-01,Smith,2978,1424,367822
2017-06-01,Stewart,2041,942,232337
2017-06-01,Sullivan,25658,12925,3080219
2017-06-01,Sumner,16381,7373,2061873
2017-06-01,Tipton,10134,5010,1292864
2017-06-01,Trousdale,1488,745,189469
2017-06-01,Unicoi,3070,1590,347477
2017-06-01,Union,4416,2093,518515
2017-06-01,Van Buren,1017,498,117680
2017-06-01,Warren,7938,3828,978776
2017-06-01,Washington,17718,9509,2173051
2017-06-01,Wayne,2405,1250,271415
2017-06-01,Weakley,5778,3027,696060
2017-06-01,White,4953,2437,591905
2017-06-01,Williamson,4624,2108,561807
2017-06-01,Wilson,10206,4817,1320702
2017-07-01,Anderson,12150,6122,1457774
2017-07-01,Bedford,9504,4362,1236505
2017-07-01,Benton,2986,1524,350379
2017-07-01,Bledsoe,2818,1434,335080
2017-07-01,Blount,14815,7655,1799816
2017-07-01,Bradley,15738,7821,1966321
2017-07-01,Campbell,10345,5721,1248100
2017-07-01,Cannon,2178,1101,268393
2017-07-01,Carroll,5409,2765,635298
2017-07-01,Carter,10221,5154,1174522
2017-07-01,Cheatham,4341,1950,544625
2017-07-01,Chester,2807,1356,323502
2017-07-01,Claiborne,6813,3528,795646
2017-07-01,Clay,1702,924,183834
2017-07-01,Cocke,9707,5132,1148987
2017-07-01,Coffee,9539,4525,1191108
2017-07-01,Crockett,2617,1284,317743
2017-07-01,Cumberland,9056,4465,1066923
2017-07-01,Davidson,82879,37598,10466682
2017-07-01,Decatur,2166,1146,251746
2017-07-01,Dekalb,3847,1953,488445
2017-07-01,Dickson,7473,3691,942371
2017-07-01,Dyer,7871,3943,951172
2017-07-01,Fayette,5936,3237,754178
2017-07-01,Fentress,4533,2383,500641
2017-07-01,Franklin,4956,2423,593366
2017-07-01,Gibson,8770,4406,1033755
2017-07-01,Giles,4383,2229,517588
2017-07-01,Grainger,4194,2053,485768
2017-07-01,Greene,9588,5028,1088426
2017-07-01,Grundy,3716,1922,438933
2017-07-01,Hamblen,11132,5499,1356163
2017-07-01,Hamilton,51039,26231,6616888
2017-07-01,Hancock,2493,1316,289562
2017-07-01,Hardeman,5152,2711,625820
2017-07-01,Hardin,5651,2996,657479
2017-07-01,Hawkins,10683,5263,1234941
2017-07-01,Haywood,4493,2441,540560
2017-07-01,Henderson,5593,2886,660006
2017-07-01,Henry,6409,3177,768221
2017-07-01,Hickman,4675,2258,572751
2017-07-01,Houston,1347,636,162482
2017-07-01,Humphreys,2854,1366,345464
2017-07-01,Jackson,2348,1260,278687
2017-07-01,Jefferson,8077,3954,955647
2017-07-01,Johnson,3620,2032,418191
2017-07-01,Knox,51514,25694,6270419
2017-07-01,Lake,1962,1074,242673
2017-07-01,Lauderdale,6147,3119,757491
2017-07-01,Lawrence,6785,3350,782329
2017-07-01,Lewis,1985,1018,227425
2017-07-01,Lincoln,4925,2328,580334
2017-07-01,Loudon,5284,2498,634376
2017-07-01,Macon,5378,2507,648179
2017-07-01,Madison,16856,8393,2092277
2017-07-01,Marion,5207,2649,650891
2017-07-01,Marshall,4214,1967,500848
2017-07-01,Maury,11117,5369,1353971
2017-07-01,Meigs,2583,1295,318919
2017-07-01,Monroe,8656,4188,1008955
2017-07-01,Montgomery,22938,10396,2880872
2017-07-01,Moore,511,230,57991
2017-07-01,Morgan,4399,2168,533804
2017-07-01,McMinn,8992,4482,1115775
2017-07-01,McNairy,5341,2798,619768
2017-07-01,Obion,6009,3067,713229
2017-07-01,Overton,3554,1866,398627
2017-07-01,Perry,1501,739,176129
2017-07-01,Pickett,808,426,85111
2017-07-01,Polk,2870,1420,344348
2017-07-01,Putnam,10995,5531,1361384
2017-07-01,Rhea,6907,3392,853140
2017-07-01,Roane,8275,4162,980243
2017-07-01,Robertson,8513,3940,1081063
2017-07-01,Rutherford,27806,12109,3518897
2017-07-01,Scott,6755,3389,776020
2017-07-01,Sequatchie,3164,1575,395326
2017-07-01,Sevier,11902,5683,1346598
2017-07-01,Shelby,220628,107061,30127344
2017-07-01,Smith,2931,1401,351471
2017-07-01,Stewart,1996,923,223564
2017-07-01,Sullivan,25217,12753,2986077
2017-07-01,Sumner,16009,7222,1995657
2017-07-01,Tipton,9953,4927,1259136
2017-07-01,Trousdale,1459,723,180246
2017-07-01,Unicoi,3011,1578,342113
2017-07-01,Union,4280,2044,495475
2017-07-01,Van Buren,958,483,105954
2017-07-01,Warren,7848,3798,955138
2017-07-01,Washington,17749,9469,2159800
2017-07-01,Wayne,2357,1224,265508
2017-07-01,Weakley,5768,3001,691366
2017-07-01,White,4858,2394,575447
2017-07-01,Williamson,4508,2054,531262
2017-07-01,Wilson,10090,4755,1287174
2017-08-01,Anderson,12277,6190,1486919
2017-08-01,Bedford,9541,4400,1244963
2017-08-01,Benton,3103,1567,367183
2017-08-01,Bledsoe,2884,1461,343104
2017-08-01,Blount,14897,7710,1818452
2017-08-01,Bradley,16064,7933,2025924
2017-08-01,Campbell,10558,5795,1281163
2017-08-01,Cannon,2212,1119,276253
2017-08-01,Carroll,5521,2813,658759
2017-08-01,Carter,10322,5244,1195301
2017-08-01,Cheatham,4419,1972,561405
2017-08-01,Chester,2834,1376,330880
2017-08-01,Claiborne,6767,3491,788417
2017-08-01,Clay,1741,951,191549
2017-08-01,Cocke,9766,5179,1165751
2017-08-01,Coffee,9663,4577,1227706
2017-08-01,Crockett,2585,1262,310246
2017-08-01,Cumberland,9216,4539,1102781
2017-08-01,Davidson,83616,37846,10651515
2017-08-01,Decatur,2231,1166,259845
2017-08-01,Dekalb,3830,1950,485058
2017-08-01,Dickson,7632,3757,977549
2017-08-01,Dyer,8013,4021,999163
2017-08-01,Fayette,5844,3186,733684
2017-08-01,Fentress,4501,2382,499979
2017-08-01,Franklin,4987,2456,604250
2017-08-01,Gibson,8995,4477,1064121
2017-08-01,Giles,4512,2274,546886
2017-08-01,Grainger,4263,2099,495623
2017-08-01,Greene,9951,5176,1159860
2017-08-01,Grundy,3800,1961,447706
2017-08-01,Hamblen,11268,5579,1379568
2017-08-01,Hamilton,51138,26360,6683953
2017-08-01,Hancock,2550,1353,297221
2017-08-01,Hardeman,5200,2723,629251
2017-08-01,Hardin,5692,3032,670185
2017-08-01,Hawkins,10778,5332,1265006
2017-08-01,Haywood,4534,2462,545293
2017-08-01,Henderson,5633,2916,665665
2017-08-01,Henry,6519,3216,788684
2017-08-01,Hickman,4772,2295,584113
2017-08-01,Houston,1363,649,167493
2017-08-01,Humphreys,2962,1391,357865
2017-08-01,Jackson,2329,1266,279475
2017-08-01,Jefferson,8281,4019,986355
2017-08-01,Johnson,3641,2066,424739
2017-08-01,Knox,51908,25831,6373532
2017-08-01,Lake,1928,1059,239398
2017-08-01,Lauderdale,6164,3139,764229
2017-08-01,Lawrence,7006,3412,818895
2017-08-01,Lewis,2034,1036,233694
2017-08-01,Lincoln,4968,2353,592814
2017-08-01,Loudon,5374,2545,655378
2017-08-01,Macon,5419,2534,663449
2017-08-01,Madison,17130,8538,2167197
2017-08-01,Marion,5314,2705,670501
2017-08-01,Marshall,4394,2038,524847
2017-08-01,Maury,11245,5397,1394797
2017-08-01,Meigs,2679,1339,336860
2017-08-01,Monroe,8664,4214,1012688
2017-08-01,Montgomery,23690,10691,3003787
2017-08-01,Moore,532,239,58965
2017-08-01,Morgan,4463,2194,543102
2017-08-01,McMinn,9129,4537,1143052
2017-08-01,McNairy,5476,2851,646430
2017-08-01,Obion,6165,3129,741533
2017-08-01,Overton,3645,1907,407375
2017-08-01,Perry,1547,757,187581
2017-08-01,Pickett,779,417,80809
2017-08-01,Polk,2859,1421,340904
2017-08-01,Putnam,11197,5648,1389416
2017-08-01,Rhea,7030,3434,878150
2017-08-01,Roane,8386,4205,998526
2017-08-01,Robertson,8650,4000,1111574
2017-08-01,Rutherford,28467,12379,3620147
2017-08-01,Scott,6807,3417,791805
2017-08-01,Sequatchie,3145,1571,388515
2017-08-01,Sevier,11934,5672,1360497
2017-08-01,Shelby,222415,108024,30668656
2017-08-01,Smith,2982,1421,361429
2017-08-01,Stewart,2069,955,236241
2017-08-01,Sullivan,25599,12892,3059027
2017-08-01,Sumner,16297,7330,2037007
2017-08-01,Tipton,10132,4994,1305065
2017-08-01,Trousdale,1462,733,184448
2017-08-01,Unicoi,3064,1601,345181
2017-08-01,Union,4423,2094,522591
2017-08-01,Van Buren,992,491,110108
2017-08-01,Warren,8094,3898,996429
2017-08-01,Washington,17838,9496,2184169
2017-08-01,Wayne,2378,1245,269844
2017-08-01,Weakley,5775,2984,705726
2017-08-01,White,4915,2431,580042
2017-08-01,Williamson,4623,2118,551393
2017-08-01,Wilson,10354,4843,1327848
2017-09-01,Anderson,12131,6126,1480021
2017-09-01,Bedford,9575,4398,1255084
2017-09-01,Benton,3074,1540,367279
2017-09-01,Bledsoe,2876,1462,347478
2017-09-01,Blount,14638,7603,1812086
2017-09-01,Bradley,15816,7841,1995741
2017-09-01,Campbell,10375,5719,1259231
2017-09-01,Cannon,2196,1114,273249
2017-09-01,Carroll,5467,2765,659155
2017-09-01,Carter,10137,5181,1182219
2017-09-01,Cheatham,4355,1946,550010
2017-09-01,Chester,2814,1373,328783
2017-09-01,Claiborne,6723,3488,785393
2017-09-01,Clay,1693,921,187318
2017-09-01,Cocke,9732,5147,1174530
2017-09-01,Coffee,9520,4523,1204205
2017-09-01,Crockett,2603,1273,313466
