DATE,COUNTY,INDIVIDUALS,CASELOADS,ISSUANCE
2014-02-01,Morgan,5350,2597,635283
2014-02-01,McMinn,11087,5367,1290897
2014-02-01,McNairy,7485,3834,849315
2014-02-01,Obion,7155,3552,819140
2014-02-01,Overton,5028,2449,548813
2014-02-01,Perry,2054,987,231947
2014-02-01,Pickett,1084,558,109731
2014-02-01,Polk,3836,1841,415935
2014-02-01,Putnam,14693,7428,1749535
2014-02-01,Rhea,8629,4119,1031292
2014-02-01,Roane,10290,5156,1189978
2014-02-01,Robertson,11744,5581,1454793
2014-02-01,Rutherford,38969,18129,4905808
2014-02-01,Scott,7890,3969,901256
2014-02-01,Sequatchie,4087,1948,478308
2014-02-01,Sevier,16928,7773,1923682
2014-02-01,Shelby,260984,130194,34665171
2014-02-01,Smith,3695,1775,435010
2014-02-01,Stewart,2487,1098,271461
2014-02-01,Sullivan,30008,14998,3489721
2014-02-01,Sumner,23186,10770,2857436
2014-02-01,Tipton,13578,6679,1706998
2014-02-01,Trousdale,1821,896,211285
2014-02-01,Unicoi,3849,1969,418200
2014-02-01,Union,5512,2563,634611
2014-02-01,Van Buren,1311,614,139608
2014-02-01,Warren,9337,4552,1072121
2014-02-01,Washington,20687,10923,2528753
2014-02-01,Wayne,3299,1650,364832
2014-02-01,Weakley,7528,3982,883406
2014-02-01,White,6388,3032,707553
2014-02-01,Williamson,7550,3449,896683
2014-02-01,Wilson,15409,7524,1929370
2014-03-01,Anderson,15586,7838,1860853
2014-03-01,Bedford,11698,5597,1485245
2014-03-01,Benton,3834,1930,431320
2014-03-01,Bledsoe,3597,1767,431206
2014-03-01,Blount,21012,10628,2560169
2014-03-01,Bradley,19833,9547,2328900
2014-03-01,Campbell,13047,6971,1552655
2014-03-01,Cannon,2901,1465,350586
2014-03-01,Carroll,7114,3477,836725
2014-03-01,Carter,12708,6343,1422695
2014-03-01,Cheatham,6750,3063,839379
2014-03-01,Chester,3660,1755,417581
2014-03-01,Claiborne,8502,4264,988221
2014-03-01,Clay,2105,1106,223274
2014-03-01,Cocke,11651,6000,1362879
2014-03-01,Coffee,11269,5256,1349001
2014-03-01,Crockett,3562,1719,417273
2014-03-01,Cumberland,11550,5713,1367057
2014-03-01,Davidson,127398,62982,16494602
2014-03-01,Decatur,2742,1406,307002
2014-03-01,Dekalb,4828,2393,583466
2014-03-01,Dickson,10039,4875,1250244
2014-03-01,Dyer,9708,4831,1145817
2014-03-01,Fayette,7896,4191,990274
2014-03-01,Fentress,5861,3043,653981
2014-03-01,Franklin,6418,3106,715438
2014-03-01,Gibson,11507,5747,1343981
2014-03-01,Giles,5753,2932,664783
2014-03-01,Grainger,5308,2577,602105
2014-03-01,Greene,12810,6498,1445679
2014-03-01,Grundy,5150,2556,593065
2014-03-01,Hamblen,13903,6883,1685151
2014-03-01,Hamilton,59386,30557,7470774
2014-03-01,Hancock,2730,1407,302782
2014-03-01,Hardeman,6810,3572,811013
2014-03-01,Hardin,7080,3630,808633
2014-03-01,Hawkins,13133,6379,1511846
2014-03-01,Haywood,5932,3226,713905
2014-03-01,Henderson,6924,3525,806159
2014-03-01,Henry,8061,3896,972350
2014-03-01,Hickman,6330,2988,762451
2014-03-01,Houston,1617,742,177243
2014-03-01,Humphreys,3552,1651,425475
2014-03-01,Jackson,2941,1555,335161
2014-03-01,Jefferson,10933,5255,1275682
2014-03-01,Johnson,4605,2546,527218
2014-03-01,Knox,67005,35014,8315603
2014-03-01,Lake,2251,1218,271837
2014-03-01,Lauderdale,8053,4055,969007
2014-03-01,Lawrence,8818,4266,993189
2014-03-01,Lewis,2962,1468,331396
2014-03-01,Lincoln,7003,3370,840024
2014-03-01,Loudon,7527,3549,884854
2014-03-01,Macon,6455,3070,751215
2014-03-01,Madison,21031,10513,2529794
2014-03-01,Marion,7015,3545,848436
2014-03-01,Marshall,5788,2773,671896
2014-03-01,Maury,15718,7704,1910130
2014-03-01,Meigs,3196,1579,375997
2014-03-01,Monroe,10792,5161,1226462
2014-03-01,Montgomery,26461,11997,3305292
2014-03-01,Moore,754,328,78673
2014-03-01,Morgan,5413,2621,645800
2014-03-01,McMinn,11030,5366,1293219
2014-03-01,McNairy,7505,3849,858315
2014-03-01,Obion,7267,3601,841252
2014-03-01,Overton,5097,2469,553550
2014-03-01,Perry,2012,978,226611
2014-03-01,Pickett,1117,577,116564
2014-03-01,Polk,3877,1863,427009
2014-03-01,Putnam,14848,7517,1779522
2014-03-01,Rhea,8713,4158,1046093
2014-03-01,Roane,10332,5187,1196886
2014-03-01,Robertson,11736,5586,1455473
2014-03-01,Rutherford,39331,18338,4973779
2014-03-01,Scott,7907,3987,905533
2014-03-01,Sequatchie,4079,1951,486103
2014-03-01,Sevier,17181,7867,1967928
2014-03-01,Shelby,261858,130660,34968701
2014-03-01,Smith,3738,1787,439636
2014-03-01,Stewart,2540,1122,279415
2014-03-01,Sullivan,30431,15222,3568752
2014-03-01,Sumner,23459,10889,2898206
2014-03-01,Tipton,13646,6711,1724987
2014-03-01,Trousdale,1856,914,217376
2014-03-01,Unicoi,3861,1987,424098
2014-03-01,Union,5522,2577,644078
2014-03-01,Van Buren,1313,618,141197
2014-03-01,Warren,9472,4626,1095357
2014-03-01,Washington,21017,11020,2574874
2014-03-01,Wayne,3334,1651,371595
2014-03-01,Weakley,7513,3990,890526
2014-03-01,White,6443,3055,719540
2014-03-01,Williamson,7600,3476,912748
2014-03-01,Wilson,15497,7564,1950852
2014-04-01,Anderson,15486,7767,1850176
2014-04-01,Bedford,11745,5594,1489384
2014-04-01,Benton,3820,1912,428222
2014-04-01,Bledsoe,3592,1778,436882
2014-04-01,Blount,20929,10549,2550620
2014-04-01,Bradley,19723,9509,2327460
2014-04-01,Campbell,12955,6925,1535577
2014-04-01,Cannon,2944,1474,354373
2014-04-01,Carroll,7115,3470,833966
2014-04-01,Carter,12671,6340,1420985
2014-04-01,Cheatham,6657,3029,833233
2014-04-01,Chester,3642,1747,413133
2014-04-01,Claiborne,8443,4229,970346
2014-04-01,Clay,2118,1101,226423
2014-04-01,Cocke,11558,5973,1356120
2014-04-01,Coffee,11204,5196,1351092
2014-04-01,Crockett,3532,1712,417136
2014-04-01,Cumberland,11345,5629,1336764
2014-04-01,Davidson,127718,63053,16500375
2014-04-01,Decatur,2708,1391,304242
2014-04-01,Dekalb,4752,2366,579691
2014-04-01,Dickson,10038,4886,1265025
2014-04-01,Dyer,9641,4820,1129987
2014-04-01,Fayette,7927,4209,984835
2014-04-01,Fentress,5808,3003,644013
2014-04-01,Franklin,6346,3064,703815
2014-04-01,Gibson,11522,5748,1357537
2014-04-01,Giles,5729,2909,667414
2014-04-01,Grainger,5338,2568,609461
2014-04-01,Greene,12654,6450,1433840
2014-04-01,Grundy,5125,2540,594225
2014-04-01,Hamblen,13775,6835,1665825
2014-04-01,Hamilton,58938,30316,7424345
2014-04-01,Hancock,2700,1394,295404
2014-04-01,Hardeman,6754,3526,801698
2014-04-01,Hardin,6984,3602,803679
2014-04-01,Hawkins,13077,6330,1508077
2014-04-01,Haywood,5878,3185,706926
2014-04-01,Henderson,6882,3514,807293
2014-04-01,Henry,8002,3868,974970
2014-04-01,Hickman,6321,2966,763126
2014-04-01,Houston,1623,740,180494
2014-04-01,Humphreys,3487,1615,414670
2014-04-01,Jackson,2842,1522,321410
2014-04-01,Jefferson,10996,5298,1296828
2014-04-01,Johnson,4613,2539,533739
2014-04-01,Knox,66878,34912,8341761
2014-04-01,Lake,2255,1232,273290
2014-04-01,Lauderdale,7950,3977,959280
2014-04-01,Lawrence,8781,4241,988162
2014-04-01,Lewis,2909,1467,327556
2014-04-01,Lincoln,6957,3320,824482
2014-04-01,Loudon,7455,3501,879862
2014-04-01,Macon,6475,3068,765619
2014-04-01,Madison,21060,10513,2541279
2014-04-01,Marion,7030,3521,858458
2014-04-01,Marshall,5727,2742,667437
2014-04-01,Maury,15592,7626,1896282
2014-04-01,Meigs,3179,1565,377827
2014-04-01,Monroe,10780,5124,1217074
2014-04-01,Montgomery,26432,11962,3312032
2014-04-01,Moore,715,318,75650
2014-04-01,Morgan,5369,2607,640073
2014-04-01,McMinn,11108,5383,1299450
2014-04-01,McNairy,7459,3822,852566
2014-04-01,Obion,7179,3551,829110
2014-04-01,Overton,5071,2459,557127
2014-04-01,Perry,2027,977,228039
2014-04-01,Pickett,1092,567,113520
2014-04-01,Polk,3859,1844,421866
2014-04-01,Putnam,14710,7428,1769284
2014-04-01,Rhea,8614,4127,1036419
2014-04-01,Roane,10302,5144,1203324
2014-04-01,Robertson,11715,5567,1464709
2014-04-01,Rutherford,39215,18277,4978529
2014-04-01,Scott,7912,3982,910309
2014-04-01,Sequatchie,4041,1940,481645
2014-04-01,Sevier,17016,7795,1937312
2014-04-01,Shelby,261053,130054,34833872
2014-04-01,Smith,3737,1784,443294
2014-04-01,Stewart,2531,1119,279911
2014-04-01,Sullivan,30472,15192,3593641
2014-04-01,Sumner,23413,10842,2896074
2014-04-01,Tipton,13524,6678,1706886
2014-04-01,Trousdale,1823,907,214766
2014-04-01,Unicoi,3886,1994,427430
2014-04-01,Union,5469,2560,635451
2014-04-01,Van Buren,1277,605,133938
2014-04-01,Warren,9475,4611,1104573
2014-04-01,Washington,20954,11047,2571945
2014-04-01,Wayne,3276,1641,363949
2014-04-01,Weakley,7505,4002,890124
2014-04-01,White,6378,3029,725004
2014-04-01,Williamson,7529,3438,905221
2014-04-01,Wilson,15396,7488,1949183
2014-05-01,Anderson,15348,7718,1831207
2014-05-01,Bedford,11715,5567,1489681
2014-05-01,Benton,3813,1894,431222
2014-05-01,Bledsoe,3571,1772,427297
2014-05-01,Blount,20780,10488,2551574
2014-05-01,Bradley,19658,9500,2333942
2014-05-01,Campbell,12947,6903,1544265
2014-05-01,Cannon,2873,1453,347295
2014-05-01,Carroll,7095,3472,837953
2014-05-01,Carter,12672,6332,1424322
2014-05-01,Cheatham,6622,3025,856200
2014-05-01,Chester,3644,1737,421506
2014-05-01,Claiborne,8462,4227,970353
2014-05-01,Clay,2077,1088,223497
2014-05-01,Cocke,11480,5934,1353810
2014-05-01,Coffee,11206,5222,1350763
2014-05-01,Crockett,3499,1685,411979
2014-05-01,Cumberland,11252,5593,1335609
2014-05-01,Davidson,127416,62954,16475564
2014-05-01,Decatur,2717,1401,306799
2014-05-01,Dekalb,4736,2362,581271
2014-05-01,Dickson,9967,4862,1256372
2014-05-01,Dyer,9566,4782,1128899
2014-05-01,Fayette,7813,4169,977982
2014-05-01,Fentress,5762,2984,638216
2014-05-01,Franklin,6257,3021,695211
2014-05-01,Gibson,11547,5765,1363677
2014-05-01,Giles,5726,2905,668458
2014-05-01,Grainger,5241,2520,593059
2014-05-01,Greene,12609,6432,1444283
2014-05-01,Grundy,5058,2526,591674
2014-05-01,Hamblen,13720,6808,1661972
2014-05-01,Hamilton,58538,30154,7388364
2014-05-01,Hancock,2690,1392,298554
2014-05-01,Hardeman,6718,3512,795252
2014-05-01,Hardin,6886,3574,792205
2014-05-01,Hawkins,13010,6284,1504522
2014-05-01,Haywood,5839,3169,702380
2014-05-01,Henderson,6870,3503,804891
2014-05-01,Henry,7919,3830,961434
2014-05-01,Hickman,6247,2961,751931
2014-05-01,Houston,1623,744,180311
2014-05-01,Humphreys,3516,1628,417195
2014-05-01,Jackson,2864,1518,324806
2014-05-01,Jefferson,10879,5251,1279685
2014-05-01,Johnson,4547,2523,525115
2014-05-01,Knox,66550,34840,8294437
2014-05-01,Lake,2260,1228,275744
2014-05-01,Lauderdale,7864,3955,944256
2014-05-01,Lawrence,8690,4198,981806
2014-05-01,Lewis,2903,1453,325766
2014-05-01,Lincoln,6979,3364,836936
2014-05-01,Loudon,7385,3493,876913
2014-05-01,Macon,6322,3012,746083
2014-05-01,Madison,20895,10389,2538011
2014-05-01,Marion,7009,3532,858212
2014-05-01,Marshall,5696,2734,669801
2014-05-01,Maury,15556,7602,1890461
2014-05-01,Meigs,3155,1550,373300
2014-05-01,Monroe,10706,5111,1208321
2014-05-01,Montgomery,26551,11996,3329657
2014-05-01,Moore,726,319,77318
2014-05-01,Morgan,5314,2611,637966
2014-05-01,McMinn,11115,5386,1321879
2014-05-01,McNairy,7469,3815,864484
2014-05-01,Obion,7265,3587,847550
2014-05-01,Overton,4943,2432,543747
2014-05-01,Perry,2030,978,231179
2014-05-01,Pickett,1059,557,110221
2014-05-01,Polk,3831,1835,424023
2014-05-01,Putnam,14595,7376,1758297
2014-05-01,Rhea,8477,4065,1020146
2014-05-01,Roane,10249,5133,1195544
2014-05-01,Robertson,11680,5567,1470315
2014-05-01,Rutherford,39328,18288,5001735
2014-05-01,Scott,7950,3972,919666
2014-05-01,Sequatchie,3963,1915,472729
2014-05-01,Sevier,16885,7720,1911014
2014-05-01,Shelby,259984,129479,34684837
2014-05-01,Smith,3704,1774,447501
2014-05-01,Stewart,2533,1118,278913
2014-05-01,Sullivan,30243,15129,3579343
2014-05-01,Sumner,23321,10845,2906421
2014-05-01,Tipton,13467,6647,1713469
2014-05-01,Trousdale,1847,913,217941
2014-05-01,Unicoi,3898,1991,430277
2014-05-01,Union,5349,2515,625392
2014-05-01,Van Buren,1315,612,139006
2014-05-01,Warren,9478,4609,1112366
2014-05-01,Washington,21061,11027,2573570
2014-05-01,Wayne,3225,1625,359455
2014-05-01,Weakley,7463,3967,889738
2014-05-01,White,6254,2988,716173
2014-05-01,Williamson,7486,3427,898690
2014-05-01,Wilson,15184,7403,1924929
2014-06-01,Anderson,15348,7718,1831207
2014-06-01,Bedford,11715,5567,1489681
2014-06-01,Benton,3813,1894,431222
2014-06-01,Bledsoe,3571,1772,427297
2014-06-01,Blount,20780,10488,2551574
2014-06-01,Bradley,19658,9500,2333942
2014-06-01,Campbell,12947,6903,1544265
2014-06-01,Cannon,2873,1453,347295
2014-06-01,Carroll,7095,3472,837953
2014-06-01,Carter,12672,6332,1424322
2014-06-01,Cheatham,6622,3025,856200
2014-06-01,Chester,3644,1737,421506
2014-06-01,Claiborne,8462,4227,970353
2014-06-01,Clay,2077,1088,223497
2014-06-01,Cocke,11480,5934,1353810
2014-06-01,Coffee,11206,5222,1350763
2014-06-01,Crockett,3499,1685,411979
2014-06-01,Cumberland,11252,5593,1335609
2014-06-01,Davidson,127416,62954,16475564
2014-06-01,Decatur,2717,1401,306799
2014-06-01,Dekalb,4736,2362,581271
2014-06-01,Dickson,9967,4862,1256372
2014-06-01,Dyer,9566,4782,1128899
2014-06-01,Fayette,7813,4169,977982
2014-06-01,Fentress,5762,2984,638216
2014-06-01,Franklin,6257,3021,695211
2014-06-01,Gibson,11547,5765,1363677
2014-06-01,Giles,5726,2905,668458
2014-06-01,Grainger,5241,2520,593059
2014-06-01,Greene,12609,6432,1444283
2014-06-01,Grundy,5058,2526,591674
2014-06-01,Hamblen,13720,6808,1661972
2014-06-01,Hamilton,58538,30154,7388364
2014-06-01,Hancock,2690,1392,298554
2014-06-01,Hardeman,6718,3512,795252
2014-06-01,Hardin,6886,3574,792205
2014-06-01,Hawkins,13010,6284,1504522
2014-06-01,Haywood,5839,3169,702380
2014-06-01,Henderson,6870,3503,804891
2014-06-01,Henry,7919,3830,961434
2014-06-01,Hickman,6247,2961,751931
2014-06-01,Houston,1623,744,180311
2014-06-01,Humphreys,3516,1628,417195
2014-06-01,Jackson,2864,1518,324806
2014-06-01,Jefferson,10879,5251,1279685
2014-06-01,Johnson,4547,2523,525115
2014-06-01,Knox,66550,34840,8294437
2014-06-01,Lake,2260,1228,275744
2014-06-01,Lauderdale,7864,3955,944256
2014-06-01,Lawrence,8690,4198,981806
2014-06-01,Lewis,2903,1453,325766
2014-06-01,Lincoln,6979,3364,836936
2014-06-01,Loudon,7385,3493,876913
2014-06-01,Macon,6322,3012,746083
2014-06-01,Madison,20895,10389,2538011
2014-06-01,Marion,7009,3532,858212
2014-06-01,Marshall,5696,2734,669801
2014-06-01,Maury,15556,7602,1890461
2014-06-01,Meigs,3155,1550,373300
2014-06-01,Monroe,10706,5111,1208321
2014-06-01,Montgomery,26551,11996,3329657
2014-06-01,Moore,726,319,77318
2014-06-01,Morgan,5314,2611,637966
2014-06-01,McMinn,11115,5386,1321879
2014-06-01,McNairy,7469,3815,864484
2014-06-01,Obion,7265,3587,847550
2014-06-01,Overton,4943,2432,543747
2014-06-01,Perry,2030,978,231179
2014-06-01,Pickett,1059,557,110221
2014-06-01,Polk,3831,1835,424023
2014-06-01,Putnam,14595,7376,1758297
2014-06-01,Rhea,8477,4065,1020146
2014-06-01,Roane,10249,5133,1195544
2014-06-01,Robertson,11680,5567,1470315
2014-06-01,Rutherford,39328,18288,5001735
2014-06-01,Scott,7950,3972,919666
2014-06-01,Sequatchie,3963,1915,472729
2014-06-01,Sevier,16885,7720,1911014
2014-06-01,Shelby,259984,129479,34684837
2014-06-01,Smith,3704,1774,447501
2014-06-01,Stewart,2533,1118,278913
2014-06-01,Sullivan,30243,15129,3579343
2014-06-01,Sumner,23321,10845,2906421
2014-06-01,Tipton,13467,6647,1713469
2014-06-01,Trousdale,1847,913,217941
2014-06-01,Unicoi,3898,1991,430277
2014-06-01,Union,5349,2515,625392
2014-06-01,Van Buren,1315,612,139006
2014-06-01,Warren,9478,4609,1112366
2014-06-01,Washington,21061,11027,2573570
2014-06-01,Wayne,3225,1625,359455
2014-06-01,Weakley,7463,3967,889738
2014-06-01,White,6254,2988,716173
2014-06-01,Williamson,7486,3427,898690
2014-06-01,Wilson,15184,7403,1924929
2014-07-01,Anderson,15447,7723,1862179
2014-07-01,Bedford,11973,5659,1521979
2014-07-01,Benton,3752,1865,427716
2014-07-01,Bledsoe,3561,1769,427128
2014-07-01,Blount,20795,10473,2541032
2014-07-01,Bradley,19643,9470,2332643
2014-07-01,Campbell,12877,6888,1534282
2014-07-01,Cannon,2858,1450,347418
2014-07-01,Carroll,7084,3479,826758
2014-07-01,Carter,12555,6282,1412946
2014-07-01,Cheatham,6549,2989,832266
2014-07-01,Chester,3641,1723,424452
2014-07-01,Claiborne,8493,4255,976052
2014-07-01,Clay,2065,1075,220818
2014-07-01,Cocke,11354,5889,1325237
2014-07-01,Coffee,11150,5204,1351512
2014-07-01,Crockett,3492,1681,414849
2014-07-01,Cumberland,11136,5524,1325829
2014-07-01,Davidson,127412,62951,16503998
2014-07-01,Decatur,2666,1376,304846
2014-07-01,Dekalb,4559,2267,556576
2014-07-01,Dickson,9935,4805,1245382
2014-07-01,Dyer,9454,4719,1113384
2014-07-01,Fayette,7779,4155,976367
2014-07-01,Fentress,5769,2978,647590
2014-07-01,Franklin,6220,3009,696250
2014-07-01,Gibson,11428,5715,1355025
2014-07-01,Giles,5728,2893,669608
2014-07-01,Grainger,5238,2525,603935
2014-07-01,Greene,12616,6414,1449834
2014-07-01,Grundy,5037,2530,590170
2014-07-01,Hamblen,13474,6701,1639803
2014-07-01,Hamilton,58470,30082,7424192
2014-07-01,Hancock,2706,1407,298402
2014-07-01,Hardeman,6722,3518,797514
2014-07-01,Hardin,6889,3537,794336
2014-07-01,Hawkins,13086,6313,1509502
2014-07-01,Haywood,5773,3124,688594
2014-07-01,Henderson,6888,3513,813285
2014-07-01,Henry,7807,3807,948492
2014-07-01,Hickman,6208,2922,741424
2014-07-01,Houston,1626,748,180250
2014-07-01,Humphreys,3553,1653,423238
2014-07-01,Jackson,2854,1494,325775
2014-07-01,Jefferson,10825,5243,1280523
2014-07-01,Johnson,4511,2489,521820
2014-07-01,Knox,66741,34847,8345466
2014-07-01,Lake,2302,1245,278858
2014-07-01,Lauderdale,7772,3904,940878
2014-07-01,Lawrence,8684,4205,982987
2014-07-01,Lewis,2876,1438,322465
2014-07-01,Lincoln,6985,3365,838347
2014-07-01,Loudon,7324,3426,862023
2014-07-01,Macon,6457,3065,762407
2014-07-01,Madison,20521,10160,2487949
2014-07-01,Marion,6998,3511,852913
2014-07-01,Marshall,5819,2771,682341
2014-07-01,Maury,15547,7558,1905128
2014-07-01,Meigs,3173,1553,377713
2014-07-01,Monroe,10675,5097,1204293
2014-07-01,Montgomery,26718,12070,3359384
2014-07-01,Moore,753,333,81450
2014-07-01,Morgan,5297,2601,640089
2014-07-01,McMinn,11091,5353,1310340
2014-07-01,McNairy,7372,3763,851320
2014-07-01,Obion,7369,3612,853480
2014-07-01,Overton,4898,2412,536073
2014-07-01,Perry,2009,961,228394
2014-07-01,Pickett,1063,549,112436
2014-07-01,Polk,3778,1809,418575
2014-07-01,Putnam,14435,7308,1743544
2014-07-01,Rhea,8413,4034,1007695
2014-07-01,Roane,10276,5117,1203647
2014-07-01,Robertson,11632,5527,1466350
2014-07-01,Rutherford,39780,18567,5083674
2014-07-01,Scott,7846,3921,891719
2014-07-01,Sequatchie,4043,1940,483243
2014-07-01,Sevier,16450,7499,1863924
2014-07-01,Shelby,263685,131419,35472887
2014-07-01,Smith,3746,1795,451164
2014-07-01,Stewart,2530,1114,277347
2014-07-01,Sullivan,30245,15101,3580933
2014-07-01,Sumner,23107,10723,2892644
2014-07-01,Tipton,13402,6598,1688924
2014-07-01,Trousdale,1850,921,218289
2014-07-01,Unicoi,3819,1944,420122
2014-07-01,Union,5334,2513,623577
2014-07-01,Van Buren,1284,600,133272
2014-07-01,Warren,9393,4576,1112575
2014-07-01,Washington,21090,11028,2598754
2014-07-01,Wayne,3199,1607,359203
2014-07-01,Weakley,7548,4020,899342
2014-07-01,White,6189,2938,707650
2014-07-01,Williamson,7385,3388,893701
2014-07-01,Wilson,15095,7353,1903952
2014-08-01,Anderson,15184,7630,1827975
2014-08-01,Bedford,11910,5634,1507370
2014-08-01,Benton,3867,1851,420515
2014-08-01,Bledsoe,3508,1730,420906
2014-08-01,Blount,20574,10335,2527996
2014-08-01,Bradley,19518,9383,2313856
2014-08-01,Campbell,12734,6790,1515594
2014-08-01,Cannon,2808,1428,341786
2014-08-01,Carroll,7044,3462,830353
2014-08-01,Carter,12399,6202,1398888
2014-08-01,Cheatham,6543,2996,834887
2014-08-01,Chester,3630,1723,420585
2014-08-01,Claiborne,8358,4187,953805
2014-08-01,Clay,2029,1054,218185
2014-08-01,Cocke,11318,5862,1328008
2014-08-01,Coffee,11107,5171,1349069
2014-08-01,Crockett,3454,1661,408785
2014-08-01,Cumberland,10943,5449,1296740
2014-08-01,Davidson,126143,62161,16330189
2014-08-01,Decatur,2678,1384,304828
2014-08-01,Dekalb,4557,2274,553247
2014-08-01,Dickson,9903,4797,1244879
2014-08-01,Dyer,9430,4697,1112233
2014-08-01,Fayette,7708,4128,965229
2014-08-01,Fentress,5694,2939,642911
2014-08-01,Franklin,6200,2989,707140
2014-08-01,Gibson,11348,5658,1345982
2014-08-01,Giles,5725,2890,675050
2014-08-01,Grainger,5193,2508,601530
2014-08-01,Greene,12486,6361,1439760
2014-08-01,Grundy,5032,2530,592943
2014-08-01,Hamblen,13370,6612,1622845
2014-08-01,Hamilton,57520,29603,7294449
2014-08-01,Hancock,2699,1407,300919
2014-08-01,Hardeman,6689,3498,797130
2014-08-01,Hardin,6910,3558,793779
2014-08-01,Hawkins,12915,6259,1492070
2014-08-01,Haywood,5703,3075,679212
2014-08-01,Henderson,6793,3469,804351
2014-08-01,Henry,7758,3779,931175
2014-08-01,Hickman,6273,2934,757616
2014-08-01,Houston,1646,762,186683
2014-08-01,Humphreys,3621,1672,431201
2014-08-01,Jackson,2822,1495,329266
2014-08-01,Jefferson,10651,5169,1263346
2014-08-01,Johnson,4480,2476,524118
2014-08-01,Knox,65983,34513,8272577
2014-08-01,Lake,2291,1247,274154
2014-08-01,Lauderdale,7769,3922,946881
2014-08-01,Lawrence,8656,4190,988401
2014-08-01,Lewis,2829,1406,314645
2014-08-01,Lincoln,6967,3342,838632
2014-08-01,Loudon,7373,3429,871826
2014-08-01,Macon,6474,3064,770240
2014-08-01,Madison,20330,10107,2482148
2014-08-01,Marion,6976,3509,858003
2014-08-01,Marshall,5812,2748,676125
2014-08-01,Maury,15432,7498,1893441
2014-08-01,Meigs,3118,1528,371585
2014-08-01,Monroe,10513,5036,1188665
2014-08-01,Montgomery,26415,11939,3332012
2014-08-01,Moore,723,320,79417
2014-08-01,Morgan,5317,2600,642586
2014-08-01,McMinn,10925,5283,1298459
2014-08-01,McNairy,7301,3743,843353
2014-08-01,Obion,7256,3569,837561
2014-08-01,Overton,4903,2411,536741
2014-08-01,Perry,2003,964,230731
2014-08-01,Pickett,1051,546,110174
2014-08-01,Polk,3683,1778,405445
2014-08-01,Putnam,14139,7202,1706841
2014-08-01,Rhea,8297,3989,985525
2014-08-01,Roane,10175,5045,1191409
2014-08-01,Robertson,11638,5556,1465171
2014-08-01,Rutherford,39318,18396,5038422
2014-08-01,Scott,7886,3941,898835
2014-08-01,Sequatchie,3995,1920,478702
2014-08-01,Sevier,16174,7365,1818753
2014-08-01,Shelby,261087,130086,34963802
2014-08-01,Smith,3621,1737,435950
2014-08-01,Stewart,2525,1120,279926
2014-08-01,Sullivan,29980,15037,3549361
2014-08-01,Sumner,22930,10640,2897728
2014-08-01,Tipton,13358,6570,1685839
2014-08-01,Trousdale,1864,916,220780
2014-08-01,Unicoi,3813,1932,421402
2014-08-01,Union,5245,2478,612948
2014-08-01,Van Buren,1296,601,136199
2014-08-01,Warren,9342,4545,1114959
2014-08-01,Washington,20848,10919,2563644
2014-08-01,Wayne,3183,1592,352534
2014-08-01,Weakley,7579,4028,911865
2014-08-01,White,6245,2964,720954
2014-08-01,Williamson,7257,3337,873709
2014-08-01,Wilson,14850,7225,1878461
2014-09-01,Anderson,15147,7599,1816148
2014-09-01,Bedford,11814,5591,1499716
2014-09-01,Benton,3687,1841,422601
2014-09-01,Bledsoe,3442,1706,410041
2014-09-01,Blount,20273,10219,2474101
2014-09-01,Bradley,19354,9369,2292165
2014-09-01,Campbell,12618,6758,1502307
2014-09-01,Cannon,2732,1400,333399
2014-09-01,Carroll,6967,3444,816602
2014-09-01,Carter,12368,6179,1394748
2014-09-01,Cheatham,6428,2970,817617
2014-09-01,Chester,3562,1676,414112
2014-09-01,Claiborne,8284,4175,945296
2014-09-01,Clay,2008,1052,214177
2014-09-01,Cocke,11171,5799,1300989
2014-09-01,Coffee,11097,5183,1355640
2014-09-01,Crockett,3442,1670,402787
2014-09-01,Cumberland,10955,5449,1286140
2014-09-01,Davidson,125028,61686,16106954
2014-09-01,Decatur,2696,1398,309524
2014-09-01,Dekalb,4558,2277,558326
2014-09-01,Dickson,9834,4756,1236074
2014-09-01,Dyer,9218,4623,1089401
2014-09-01,Fayette,7703,4154,962872
2014-09-01,Fentress,5703,2932,636994
2014-09-01,Franklin,5969,2913,671679
2014-09-01,Gibson,11242,5639,1326059
2014-09-01,Giles,5700,2865,669632
2014-09-01,Grainger,5137,2480,596081
2014-09-01,Greene,12305,6286,1405266
2014-09-01,Grundy,4951,2487,574321
2014-09-01,Hamblen,13197,6538,1605681
2014-09-01,Hamilton,56971,29346,7216062
2014-09-01,Hancock,2682,1406,301828
2014-09-01,Hardeman,6552,3429,773006
2014-09-01,Hardin,6784,3507,781614
2014-09-01,Hawkins,12835,6265,1475222
2014-09-01,Haywood,5629,3037,663152
2014-09-01,Henderson,6708,3432,785515
2014-09-01,Henry,7743,3779,925601
2014-09-01,Hickman,6180,2899,754898
2014-09-01,Houston,1607,754,179076
2014-09-01,Humphreys,3489,1637,413914
2014-09-01,Jackson,2815,1486,323292
2014-09-01,Jefferson,10589,5157,1249202
2014-09-01,Johnson,4411,2436,509500
2014-09-01,Knox,65129,34254,8144035
2014-09-01,Lake,2270,1244,273694
2014-09-01,Lauderdale,7711,3882,939675
2014-09-01,Lawrence,8519,4136,962043
2014-09-01,Lewis,2806,1399,311589
2014-09-01,Lincoln,6907,3307,825884
2014-09-01,Loudon,7171,3362,844563
2014-09-01,Macon,6356,3002,754279
